Index,GPS time,EKF Temp,EKF Tick,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel,EKF Tick SF,EKF Gyro SF,EKF Gyro Bias,EKF Tick SF Calib,EKF Gyro SF Calib,EKF Gyro B Calib
872,2018:522806.000,,,,,,,,,,,,,,
873,2018:522806.000,32.36,,0.77,-1.56,-2.21,-8.79,-4.41,3.26,,,,,,
874,,32.34,,0.81,-0.99,-2.07,-8.56,-4.36,3.09,,,,,,
875,,32.35,,-0.29,0.03,-0.10,-8.71,-4.34,3.08,,,,,,
876,2018:522807.000,,,,,,,,,,,,,,
877,2018:522807.000,32.35,,-0.77,-0.28,0.55,-9.05,-4.46,3.36,,,,,,
878,,32.36,,-0.24,0.33,1.59,-8.43,-4.26,3.05,,,,,,
879,,32.35,,0.42,-0.01,-0.97,-8.82,-4.60,3.24,,,,,,
880,,32.35,,-0.26,-1.08,0.00,-8.42,-4.35,3.30,,,,,,
881,2018:522808.000,,,,,,,,,,,,,,
882,2018:522808.000,32.35,,0.69,-1.50,-0.71,-9.01,-4.60,3.45,,,,,,
883,,32.37,,0.14,-1.22,-0.61,-8.76,-4.54,3.29,,,,,,
884,,32.36,,0.76,-1.57,-0.22,-8.52,-4.41,3.49,,,,,,
885,2018:522809.000,32.34,,0.70,-1.61,-1.22,-8.58,-4.50,3.41,,,,,,
886,2018:522809.000,,,,,,,,,,,,,,
887,2018:522809.000,32.35,,0.69,-0.18,1.62,-8.74,-4.18,3.25,,,,,,
888,,32.35,,1.15,-1.82,-0.79,-8.88,-4.20,3.29,,,,,,
889,,32.35,,-0.28,-1.45,0.57,-9.07,-4.36,3.54,,,,,,
890,2018:522810.000,32.35,,0.80,-1.61,-1.81,-8.60,-4.29,3.29,,,,,,
891,2018:522810.000,,,,,,,,,,,,,,
892,,32.37,,0.47,-1.84,-0.46,-8.94,-4.36,3.34,,,,,,
893,,32.33,,0.62,-1.54,-1.66,-8.77,-3.85,3.12,,,,,,
894,2018:522811.000,32.36,,0.03,-0.59,1.50,-9.14,-3.60,3.16,,,,,,
895,2018:522811.000,,,,,,,,,,,,,,
896,2018:522811.000,32.34,,1.04,-2.05,-1.24,-9.14,-3.62,3.01,,,,,,
897,,32.36,,-0.26,0.64,1.04,-9.51,-3.56,3.10,,,,,,
898,,32.35,,-0.98,2.34,1.21,-9.20,-3.43,2.69,,,,,,
899,2018:522812.000,32.36,,0.45,1.21,-1.23,-9.05,-3.35,2.72,,,,,,
900,2018:522812.000,,,,,,,,,,,,,,
901,2018:522812.000,32.35,,-0.30,2.61,0.29,-9.21,-3.59,2.74,,,,,,
902,,32.36,,0.34,4.65,-1.37,-8.96,-3.58,2.51,,,,,,
903,,32.35,,-1.90,3.37,4.84,-9.08,-3.80,2.72,,,,,,
904,2018:522813.000,,,,,,,,,,,,,,
905,2018:522813.000,32.35,,0.13,4.76,0.40,-9.25,-4.04,2.81,,,,,,
906,,32.35,,-0.58,4.89,0.65,-8.78,-4.31,2.63,,,,,,
907,,32.35,,-3.17,6.23,-0.81,-9.00,-4.15,2.74,,,,,,
908,,32.36,,4.10,5.96,-2.81,-9.25,-4.96,2.98,,,,,,
909,2018:522814.000,,,,,,,,,,,,,,
910,2018:522814.000,32.36,,-1.43,6.54,-1.59,-8.73,-4.39,2.75,,,,,,
911,,32.36,,-18.83,4.99,33.26,-8.98,-5.29,2.76,,,,,,
912,,32.35,,-0.31,-1.12,-1.56,-8.90,-4.65,3.37,,,,,,
913,2018:522815.000,32.35,,1.92,-3.24,-4.74,-8.37,-4.45,3.49,,,,,,
914,2018:522815.000,,,,,,,,,,,,,,
915,2018:522815.000,32.34,,1.06,-2.81,-1.10,-8.43,-4.33,3.61,,,,,,
916,,32.35,,0.51,-2.56,0.62,-8.67,-4.33,3.61,,,,,,
917,,32.34,,1.28,-2.89,-2.01,-8.66,-4.30,3.47,,,,,,
918,2018:522816.000,32.36,,1.06,-2.27,-0.15,-8.85,-4.43,3.49,,,,,,
919,2018:522816.000,,,,,,,,,,,,,,
920,,32.34,,1.13,-1.86,-0.67,-8.91,-4.27,3.32,,,,,,
921,,32.35,,1.11,-2.34,-1.61,-8.46,-3.95,3.17,,,,,,
922,2018:522817.000,32.35,,0.32,-1.90,0.72,-9.42,-4.41,3.41,,,,,,
923,2018:522817.000,,,,,,,,,,,,,,
924,2018:522817.000,32.33,,0.15,-0.80,1.86,-8.48,-4.03,3.24,,,,,,
925,,32.34,,0.34,-1.18,1.32,-8.62,-4.12,3.24,,,,,,
926,,32.36,,-1.76,0.64,2.20,-8.96,-4.23,3.15,,,,,,
927,2018:522818.000,32.36,,0.50,-0.65,-1.45,-8.88,-4.49,3.02,,,,,,
928,2018:522818.000,,,,,,,,,,,,,,
929,2018:522818.000,32.35,,1.11,1.97,-2.98,-8.96,-4.48,3.08,,,,,,
930,,32.35,,6.62,1.90,-4.11,-8.20,-4.53,2.94,,,,,,
931,,32.35,,1.04,1.82,-1.57,-8.68,-3.72,2.70,,,,,,
932,2018:522819.000,32.36,,-0.52,4.07,-5.16,,,,,,,,,
933,2018:522819.000,,,,,,,,,,,,,,
934,,32.36,,1.06,3.89,-7.77,-8.97,-3.78,2.44,,,,,,
935,,32.35,,-2.67,2.87,6.09,-9.48,-3.85,2.80,,,,,,
936,,32.36,,0.39,0.79,-1.50,-8.84,-3.95,2.54,,,,,,
937,2018:522820.000,,,,,,,,,,,,,,
938,2018:522820.000,,,,,,-9.30,-4.50,3.01,,,,,,
939,,32.37,,1.03,2.53,2.01,-9.04,-4.33,3.15,,,,,,
940,,32.35,,2.58,-2.53,-4.33,-8.94,-4.32,3.07,,,,,,
941,2018:522821.000,32.33,,0.69,-1.97,0.34,-8.47,-3.93,3.28,,,,,,
942,2018:522821.000,,,,,,,,,,,,,,
943,2018:522821.000,32.36,,1.03,-0.88,-0.04,-8.68,-4.08,3.24,,,,,,
944,,32.35,,0.49,-1.05,0.24,-8.41,-4.07,2.99,,,,,,
945,,32.34,,0.35,-2.55,-0.24,-8.55,-4.22,3.18,,,,,,
946,2018:522822.000,32.36,,0.73,-1.46,-0.63,-9.06,-4.39,3.31,,,,,,
947,2018:522822.000,,,,,,,,,,,,,,
948,,32.36,,0.73,-0.94,0.37,-9.42,-4.25,3.40,,,,,,
949,,32.36,,1.06,-2.36,-0.35,-8.88,-4.10,3.10,,,,,,
950,2018:522823.000,32.34,,2.35,-2.97,-0.26,-8.89,-4.12,3.09,,,,,,
951,2018:522823.000,32.35,,0.77,-0.52,2.94,-9.13,-3.99,3.29,,,,,,
952,2018:522823.000,32.36,,2.86,-3.38,-3.46,-8.14,-3.75,2.94,,,,,,
953,,32.34,,2.05,-2.69,-4.05,-8.88,-4.13,3.02,,,,,,
954,,32.34,,-0.06,-1.06,2.17,-9.00,-4.12,3.01,,,,,,
955,2018:522824.000,32.35,,0.56,-1.41,-0.09,-9.44,-4.11,3.21,,,,,,
956,2018:522824.000,,,,,,,,,,,,,,
957,,32.36,,0.61,-1.63,0.19,-9.29,-4.39,3.25,,,,,,
958,,32.36,,-0.42,-1.15,-5.92,-8.13,-3.33,2.49,,,,,,
959,2018:522825.000,32.37,,0.42,1.11,1.10,-10.22,-4.55,2.92,,,,,,
960,2018:522825.000,,,,,,,,,,,,,,
961,2018:522825.000,32.36,,-1.90,1.55,-5.28,-8.31,-3.48,2.25,,,,,,
962,,32.35,,-4.72,2.97,4.43,-9.78,-4.17,2.60,,,,,,
963,,32.35,,-4.00,3.68,6.00,-9.56,-4.16,2.53,,,,,,
964,2018:522826.000,32.37,,-0.00,3.66,-2.80,-8.62,-4.00,2.42,,,,,,
965,2018:522826.000,,,,,,,,,,,,,,
966,2018:522826.000,32.35,,-0.22,4.37,3.37,-9.56,-4.71,2.77,,,,,,
967,,32.37,,-2.17,3.03,6.15,-8.68,-4.10,2.73,,,,,,
968,,32.34,,1.63,1.43,-9.96,-8.61,-4.13,2.63,,,,,,
969,2018:522827.000,32.36,,-3.35,-1.85,1.63,-8.96,-4.17,2.86,,,,,,
970,2018:522827.000,,,,,,-9.13,-4.34,3.15,,,,,,
971,,32.35,,-1.94,-0.05,8.36,-9.21,-4.30,3.44,,,,,,
972,,32.34,,-0.03,-2.37,-0.13,-8.93,-4.19,3.34,,,,,,
973,2018:522828.000,32.36,,1.12,-2.05,-0.91,-9.07,-4.04,3.50,,,,,,
974,2018:522828.000,,,,,,,,,,,,,,
975,2018:522828.000,32.36,,1.30,-1.71,0.14,-8.39,-3.68,3.16,,,,,,
976,,32.37,,1.29,-2.44,-1.51,-8.81,-3.84,3.20,,,,,,
977,,32.35,,1.77,-3.48,-0.69,-8.63,-3.61,3.12,,,,,,
978,2018:522829.000,32.35,,0.96,-2.94,-0.40,-9.04,-3.90,3.18,,,,,,
979,2018:522829.000,,,,,,,,,,,,,,
980,,32.37,,0.43,-3.13,-0.69,-9.41,-4.04,3.48,,,,,,
981,,32.37,,2.23,-3.38,-3.77,-8.80,-4.04,3.22,,,,,,
982,,32.35,,0.46,-2.56,-2.44,-9.13,-4.03,3.25,,,,,,
983,2018:522830.000,,,,,,,,,,,,,,
984,2018:522830.000,32.36,,0.84,-2.28,-2.22,-8.40,-3.72,3.19,,,,,,
985,,32.36,,3.19,-1.57,-1.10,-8.04,-3.53,2.69,,,,,,
986,,32.37,,-1.67,0.07,4.57,-8.70,-3.90,3.14,,,,,,
987,2018:522831.000,32.35,,0.96,-3.82,-1.00,-9.17,-4.35,3.29,,,,,,
988,2018:522831.000,,,,,,,,,,,,,,
989,,32.37,,0.06,-3.94,-0.97,-9.09,-4.50,3.40,,,,,,
990,,32.35,,2.82,-0.13,-1.28,-9.00,-3.99,2.96,,,,,,
991,,32.36,,-0.28,0.42,0.15,-9.68,-4.08,3.40,,,,,,
992,2018:522832.000,,,,,,,,,,,,,,
993,2018:522832.000,,,,,,-9.31,-4.00,2.93,,,,,,
994,,32.35,,-2.15,-0.49,4.08,-9.55,-3.75,2.69,,,,,,
995,,32.36,,-4.72,-2.23,7.89,-9.82,-3.87,2.97,,,,,,
996,2018:522833.000,32.34,,-1.79,2.62,-4.67,-9.48,-3.63,2.59,,,,,,
997,2018:522833.000,,,,,,,,,,,,,,
998,2018:522833.000,32.36,,-3.40,1.37,8.04,-9.24,-3.47,2.40,,,,,,
999,,32.37,,-2.38,1.37,2.99,-9.25,-3.54,2.57,,,,,,
1000,,32.37,,-2.80,2.73,-1.29,-9.27,-3.27,2.40,,,,,,
1001,2018:522834.000,32.36,,-4.24,0.37,-0.87,,,,,,,,,
1002,2018:522834.000,,,,,,,,,,,,,,
1003,,32.36,,-2.37,0.87,3.51,-9.80,-2.88,2.57,,,,,,
1004,,32.36,,-0.52,2.44,-0.22,-8.98,-3.56,2.62,,,,,,
1005,,32.37,,2.67,2.94,-4.34,-9.83,-4.70,3.16,,,,,,
1006,2018:522835.000,,,,,,,,,,,,,,
1007,2018:522835.000,32.36,,0.36,1.21,-5.23,-8.14,-3.72,2.50,,,,,,
1008,,32.38,,2.22,-3.11,-4.24,-9.68,-4.17,3.51,,,,,,
1009,,32.36,,2.15,-8.99,-6.52,-9.08,-4.04,3.38,,,,,,
1010,2018:522836.000,32.36,,0.52,-13.60,-6.45,-8.63,-4.27,4.11,,,,,,
1011,2018:522836.000,,,,,,,,,,,,,,
1012,2018:522836.000,32.36,,2.31,-9.31,-6.64,-8.90,-4.25,4.12,,,,,,
1013,,32.37,,5.62,-15.22,-9.49,-7.30,-3.71,3.82,,,,,,
1014,,32.36,,11.65,-12.30,-8.52,-7.32,-2.93,3.28,,,,,,
1015,,32.36,,10.08,-17.11,-6.85,-9.28,-3.48,4.30,,,,,,
1016,2018:522837.000,,,,,,,,,,,,,,
1017,2018:522837.000,32.36,,8.78,-15.63,-3.03,-9.39,-3.12,4.92,,,,,,
1018,,32.35,,6.02,-17.82,-1.31,-8.65,-3.87,3.58,,,,,,
1019,,32.38,,7.76,-15.98,-7.80,-8.39,-3.68,3.69,,,,,,
1020,2018:522838.000,32.37,,4.92,-12.15,-7.65,-8.54,-3.58,4.60,,,,,,
1021,2018:522838.000,,,,,,,,,,,,,,
1022,2018:522838.000,32.36,,7.72,-18.60,-7.48,-8.95,-3.99,5.06,,,,,,
1023,,32.35,,7.04,-19.60,-7.88,-8.84,-3.82,4.49,,,,,,
1024,,32.35,,7.05,-19.18,-7.26,-8.74,-3.78,4.42,,,,,,
1025,2018:522839.000,32.35,,5.39,-16.80,-6.87,-8.54,-3.54,4.23,,,,,,
1026,2018:522839.000,,,,,,,,,,,,,,
1027,2018:522839.000,32.36,,4.07,-12.10,-3.84,-8.95,-3.65,4.11,,,,,,
1028,,32.37,,2.87,-8.60,-3.15,-8.85,-3.88,3.84,,,,,,
1029,,32.36,,3.42,-6.78,-4.15,-8.67,-3.81,3.72,,,,,,
1030,2018:522840.000,32.36,,2.35,-5.88,-3.32,-9.07,-4.02,3.74,,,,,,
1031,2018:522840.000,,,,,,,,,,,,,,
1032,2018:522840.000,32.37,,2.14,-4.43,-2.21,-8.93,-3.63,3.54,,,,,,
1033,,32.35,,1.50,-2.46,-0.53,-9.07,-3.52,3.23,,,,,,
1034,,32.37,,2.56,-4.12,-1.89,-8.96,-3.47,3.11,,,,,,
1035,2018:522841.000,32.36,,0.67,-0.96,0.50,-9.12,-3.38,3.16,,,,,,
1036,2018:522841.000,,,,,,,,,,,,,,
1037,2018:522841.000,32.36,,1.64,-2.80,-1.81,-8.89,-3.36,3.06,,,,,,
1038,,32.35,,2.04,-5.02,-3.54,-8.77,-4.17,3.30,,,,,,
1039,,32.36,,0.36,-3.70,0.14,-8.76,-3.95,3.32,,,,,,
1040,,32.36,,0.39,-1.13,1.56,-8.78,-3.90,3.28,,,,,,
1041,2018:522842.000,,,,,,,,,,,,,,
1042,2018:522842.000,,,,,,-9.12,-4.00,3.36,,,,,,
1043,,32.36,,0.64,-0.48,-0.47,-8.58,-3.94,3.19,,,,,,
1044,,32.37,,0.85,-1.48,-1.03,-8.79,-4.08,3.34,,,,,,
1045,2018:522843.000,32.36,,0.71,-0.98,-0.79,-8.89,-4.09,3.24,,,,,,
1046,2018:522843.000,,,,,,,,,,,,,,
1047,2018:522843.000,32.35,,0.44,-0.23,-0.36,-8.87,-4.05,3.20,,,,,,
1048,,32.37,,-0.05,-0.88,-1.82,-8.68,-4.15,3.08,,,,,,
1049,,32.37,,-1.52,0.10,2.05,-8.83,-4.15,3.07,,,,,,
1050,2018:522844.000,32.36,,1.16,2.82,-0.92,-9.25,-4.36,2.99,,,,,,
1051,2018:522844.000,32.36,,-0.68,3.06,1.77,-8.45,-3.74,2.79,,,,,,
1052,2018:522844.000,32.36,,-1.51,0.49,2.78,-9.02,-4.18,2.86,,,,,,
1053,,32.37,,-2.15,2.62,4.41,-9.54,-4.51,3.01,,,,,,
1054,,32.37,,-0.45,3.13,1.02,-8.95,-4.21,2.71,,,,,,
1055,2018:522845.000,32.36,,0.42,4.49,1.07,-9.19,-4.37,2.85,,,,,,
1056,2018:522845.000,,,,,,,,,,,,,,
1057,2018:522845.000,32.36,,0.71,5.07,2.62,-9.30,-4.42,2.84,,,,,,
1058,,32.37,,-0.31,4.39,0.76,-9.36,-4.47,2.81,,,,,,
1059,,32.38,,-0.26,4.29,5.13,-9.05,-4.26,2.78,,,,,,
1060,2018:522846.000,32.38,,-0.95,6.90,0.01,-8.91,-4.31,2.72,,,,,,
1061,2018:522846.000,,,,,,,,,,,,,,
1062,,32.37,,-1.09,6.79,1.25,-8.76,-4.04,2.60,,,,,,
1063,,32.38,,-0.35,5.81,4.55,-9.17,-4.10,2.50,,,,,,
1064,,32.37,,-3.89,6.88,1.38,-9.28,-4.25,2.43,,,,,,
1065,2018:522847.000,,,,,,,,,,,,,,
1066,2018:522847.000,32.37,,0.55,7.05,2.01,-9.20,-4.26,2.42,,,,,,
1067,,32.37,,-1.76,6.10,-2.76,-9.16,-4.23,2.36,,,,,,
1068,,32.37,,-1.63,6.94,1.56,-9.49,-4.29,2.50,,,,,,
1069,,32.36,,-1.02,4.53,5.29,-9.07,-4.28,2.58,,,,,,
1070,2018:522848.000,,,,,,,,,,,,,,
1071,2018:522848.000,32.36,,-8.73,3.40,4.84,-9.68,-4.53,2.75,,,,,,
1072,,32.38,,0.09,2.90,6.99,-8.93,-4.13,2.68,,,,,,
1073,,32.37,,0.88,2.64,1.52,-9.32,-4.60,2.71,,,,,,
1074,2018:522849.000,32.35,,5.21,7.04,-5.61,-8.73,-4.33,2.73,,,,,,
1075,2018:522849.000,,,,,,,,,,,,,,
1076,,32.36,,4.75,6.32,-3.55,-8.24,-4.14,2.47,,,,,,
1077,,32.39,,1.57,3.54,0.26,-8.86,-4.51,2.58,,,,,,
1078,,32.38,,-1.10,1.28,5.13,-8.52,-4.27,2.64,,,,,,
1079,2018:522850.000,32.36,,0.47,3.54,-0.43,-9.05,-4.43,2.83,,,,,,
1080,2018:522850.000,,,,,,,,,,,,,,
1081,,32.37,,0.94,3.56,-3.29,-8.96,-4.37,2.76,,,,,,
1082,,32.38,,-0.77,1.09,1.61,-8.39,-3.81,2.56,,,,,,
1083,2018:522851.000,32.36,,-4.40,-0.85,-2.59,-9.82,-4.17,2.99,,,,,,
1084,2018:522851.000,,,,,,,,,,,,,,
1085,2018:522851.000,32.38,,0.71,4.17,1.21,-8.76,-3.46,2.59,,,,,,
1086,,32.36,,-1.15,1.51,0.38,-9.08,-3.86,2.65,,,,,,
1087,,32.38,,-0.23,1.84,1.47,-9.13,-3.69,2.55,,,,,,
1088,2018:522852.000,32.36,,2.01,1.52,-2.44,-8.75,-3.62,2.61,,,,,,
1089,2018:522852.000,,,,,,,,,,,,,,
1090,,32.38,,-0.32,2.27,0.78,-9.05,-3.55,2.62,,,,,,
1091,,32.38,,-1.03,-0.20,-1.43,-9.46,-3.69,2.65,,,,,,
1092,,32.36,,0.93,3.32,-0.21,-9.57,-3.83,2.67,,,,,,
1093,2018:522853.000,,,,,,,,,,,,,,
1094,2018:522853.000,32.36,,-2.03,3.26,2.56,-9.16,-3.65,2.67,,,,,,
1095,,32.38,,-3.66,3.94,2.28,-9.14,-3.76,2.58,,,,,,
1096,,32.37,,-2.03,1.78,2.08,-8.89,-3.61,2.55,,,,,,
1097,,32.37,,0.21,1.92,3.12,-9.57,-3.77,2.86,,,,,,
1098,2018:522854.000,,,,,,,,,,,,,,
1099,2018:522854.000,32.36,,-1.47,-0.46,1.78,-9.02,-3.48,2.71,,,,,,
1100,,32.37,,1.08,1.59,-2.72,-8.95,-3.52,2.64,,,,,,
1101,,32.35,,0.12,1.20,-0.10,-9.57,-3.86,2.90,,,,,,
1102,2018:522855.000,32.37,,-0.66,0.35,2.16,-9.15,-3.62,2.98,,,,,,
1103,2018:522855.000,,,,,,,,,,,,,,
1104,,32.35,,-1.74,-0.24,1.11,-9.25,-3.58,3.01,,,,,,
1105,,32.37,,-4.50,-0.98,0.95,-8.90,-3.27,2.74,,,,,,
1106,,32.36,,3.72,0.78,0.84,-9.61,-3.57,2.92,,,,,,
1107,2018:522856.000,32.38,,2.13,-0.79,-1.74,-8.63,-3.27,2.80,,,,,,
1108,2018:522856.000,,,,,,,,,,,,,,
1109,2018:522856.000,32.36,,2.71,-1.27,0.39,-9.09,-3.52,2.92,,,,,,
1110,,32.36,,-0.44,-2.36,-1.73,-8.71,-3.39,2.70,,,,,,
1111,,32.37,,-3.97,0.26,7.87,-10.38,-3.51,3.75,,,,,,
1112,2018:522857.000,,,,,,,,,,,,,,
1113,2018:522857.000,,,,,,,,,,,,,,
1114,,32.36,,-14.19,-2.78,18.46,-10.66,-2.93,3.37,,,,,,
1115,,32.37,,1.01,1.80,5.43,-10.21,-3.58,2.53,,,,,,
1116,,32.39,,-7.97,1.86,-5.21,-8.69,-3.06,2.52,,,,,,
1117,2018:522858.000,32.37,,-7.35,-0.35,10.91,-9.43,-3.28,3.31,,,,,,
1118,2018:522858.000,,,,,,,,,,,,,,
1119,2018:522858.000,32.37,,-0.39,1.55,0.13,-9.26,-3.37,3.00,,,,,,
1120,,32.38,,0.90,2.54,-3.77,-9.53,-3.81,3.01,,,,,,
1121,,32.36,,-1.77,2.46,3.10,-8.99,-3.41,2.92,,,,,,
1122,2018:522859.000,32.36,,-1.44,4.65,7.37,-8.91,-3.36,2.79,,,,,,
1123,2018:522859.000,,,,,,,,,,,,,,
1124,2018:522859.000,32.37,,7.70,6.76,-4.76,-9.70,-3.32,2.79,,,,,,
1125,,32.36,,-1.02,6.01,4.65,-9.70,-3.31,2.54,,,,,,
1126,,32.37,,-5.85,6.27,1.08,-9.59,-3.19,2.69,,,,,,
1127,2018:522860.000,32.36,,-0.51,7.37,6.82,-9.62,-3.28,2.90,,,,,,
1128,2018:522860.000,,,,,,,,,,,,,,
1129,2018:522860.000,32.36,,2.65,6.74,1.17,-9.74,-2.76,2.60,,,,,,
1130,,32.37,,-28.54,-10.52,82.60,-9.39,-2.36,2.21,,,,,,
1131,,32.37,,44.52,27.45,-93.87,-9.30,-2.80,0.82,,,,,,
1132,2018:522861.000,32.37,,-13.09,-3.33,55.03,-9.67,-1.92,1.85,,,,,,
1133,2018:522861.000,,,,,,,,,,,,,,
1134,2018:522861.000,32.37,,-16.38,5.34,31.33,-8.94,-2.29,-0.50,,,,,,
1135,,32.35,,-9.83,6.38,12.27,-9.36,-2.07,1.58,,,,,,
1136,,32.37,,-7.33,7.21,4.50,-9.73,-2.16,2.07,,,,,,
1137,,32.37,,-3.48,5.36,6.35,-9.54,-1.91,2.02,,,,,,
1138,2018:522862.000,,,,,,,,,,,,,,
1139,2018:522862.000,,,,,,,,,,,,,,
1140,,32.37,,-2.16,6.93,1.69,-10.02,-2.12,2.37,,,,,,
1141,,32.37,,-0.69,5.69,1.53,-9.80,-2.21,2.43,,,,,,
1142,,32.36,,-4.94,4.62,4.21,-9.19,-1.90,2.32,,,,,,
1143,2018:522863.000,,,,,,,,,,,,,,
1144,2018:522863.000,32.38,,1.61,3.33,-5.27,-9.47,-2.23,2.21,,,,,,
1145,,32.37,,-6.16,3.61,10.90,-9.21,-2.02,2.52,,,,,,
1146,,32.36,,3.25,2.34,-17.92,-10.17,-2.00,3.11,,,,,,
1147,,32.36,,-2.05,4.56,1.14,-9.97,-2.50,2.61,,,,,,
1148,2018:522864.000,32.38,,-0.71,3.77,2.28,,,,,,,,,
1149,2018:522864.000,,,,,,,,,,,,,,
1150,,32.36,,-1.83,2.22,4.02,-9.84,-2.33,2.82,,,,,,
1151,,32.38,,0.72,1.41,-0.49,-9.65,-2.47,2.66,,,,,,
1152,,32.37,,-0.50,1.07,0.41,-9.34,-2.46,2.80,,,,,,
1153,2018:522865.000,,,,,,,,,,,,,,
1154,2018:522865.000,,,,,,,,,,,,,,
1155,,32.39,,-1.20,1.32,3.07,-9.59,-2.67,2.84,,,,,,
1156,,32.38,,0.22,-0.63,-0.99,-9.27,-2.90,2.97,,,,,,
1157,,32.37,,-0.67,1.27,3.11,-9.22,-3.21,3.08,,,,,,
1158,2018:522866.000,32.36,,-1.25,1.40,3.29,-9.30,-3.17,3.08,,,,,,
1159,2018:522866.000,,,,,,,,,,,,,,
1160,2018:522866.000,32.38,,0.83,-0.24,-0.95,-9.27,-3.20,2.97,,,,,,
1161,,32.37,,0.14,0.00,-0.03,-9.25,-3.25,3.06,,,,,,
1162,,32.38,,0.39,-0.38,-0.73,-9.21,-3.24,2.93,,,,,,
1163,2018:522867.000,32.38,,0.60,-0.17,-0.69,,,,,,,,,
1164,2018:522867.000,,,,,,,,,,,,,,
1165,2018:522867.000,32.36,,0.30,-0.43,0.15,-9.24,-3.24,3.06,,,,,,
1166,,32.37,,0.40,-1.41,-1.01,-9.02,-3.60,3.06,,,,,,
1167,,32.37,,-0.17,1.09,0.52,-9.05,-3.52,3.05,,,,,,
1168,,32.38,,0.58,-1.25,-0.50,-9.13,-3.58,3.15,,,,,,
1169,2018:522868.000,,,,,,,,,,,,,,
1170,2018:522868.000,32.36,,0.69,-0.56,-1.25,-9.06,-3.69,3.06,,,,,,
1171,,32.37,,0.31,-0.27,-0.29,-9.07,-3.53,3.03,,,,,,
1172,,32.37,,0.29,0.10,-0.10,-9.15,-3.60,3.05,,,,,,
1173,2018:522869.000,32.36,,0.15,-0.18,-0.18,-9.12,-3.59,3.06,,,,,,
1174,2018:522869.000,,,,,,,,,,,,,,
1175,2018:522869.000,32.36,,0.47,-0.41,-0.26,-9.19,-3.62,3.14,,,,,,
1176,,32.37,,0.53,-0.54,-0.75,-9.08,-3.63,3.07,,,,,,
1177,,32.37,,0.39,-0.24,0.07,-9.05,-3.55,3.06,,,,,,
1178,,32.39,,0.11,-0.17,0.57,-9.10,-3.57,3.11,,,,,,
1179,2018:522870.000,32.38,,0.11,0.08,0.17,,,,,,,,,
1180,2018:522870.000,,,,,,,,,,,,,,
1181,2018:522870.000,32.38,,0.13,-0.04,0.11,-9.14,-3.60,3.03,,,,,,
1182,,32.37,,0.11,-0.18,0.52,-9.19,-3.60,3.11,,,,,,
1183,,32.37,,0.48,-0.36,-0.51,-9.09,-3.61,2.97,,,,,,
1184,2018:522871.000,,,,,,,,,,,,,,
1185,2018:522871.000,,,,,,,,,,,,,,
1186,,32.39,,0.87,-0.82,-1.34,-9.14,-3.60,3.12,,,,,,
1187,,32.38,,0.62,-0.48,-0.71,-9.16,-3.63,2.98,,,,,,
1188,,32.37,,0.62,-0.53,-0.53,-9.19,-3.68,3.08,,,,,,
1189,2018:522872.000,32.38,,-0.93,0.69,2.92,-9.18,-3.53,3.15,,,,,,
1190,2018:522872.000,,,,,,,,,,,,,,
1191,2018:522872.000,32.41,,1.27,-1.09,-2.50,-9.11,-3.66,3.02,,,,,,
1192,,32.36,,0.32,-0.10,-0.70,-9.25,-3.59,3.16,,,,,,
1193,,32.40,,0.40,-0.25,0.03,-9.13,-3.63,3.04,,,,,,
1194,2018:522873.000,32.38,,0.18,-0.10,0.10,-9.09,-3.55,3.09,,,,,,
1195,2018:522873.000,,,,,,,,,,,,,,
1196,2018:522873.000,32.38,,0.35,-0.30,-0.32,-9.06,-3.56,3.10,,,,,,
1197,,32.38,,-0.09,0.11,0.96,-9.21,-3.59,3.07,,,,,,
1198,,32.38,,0.21,-0.27,0.59,-9.10,-3.61,3.13,,,,,,
1199,,32.38,,0.77,-0.91,-0.96,-9.12,-3.66,3.02,,,,,,
1200,2018:522874.000,,,,,,,,,,,,,,
1201,2018:522874.000,,,,,,,,,,,,,,
1202,,32.39,,0.48,-0.69,-0.35,-9.10,-3.63,3.14,,,,,,
1203,,32.36,,0.57,-0.50,-0.52,-9.12,-3.60,3.04,,,,,,
1204,,32.37,,0.54,-0.50,-0.55,-9.10,-3.56,3.04,,,,,,
1205,2018:522875.000,,,,,,,,,,,,,,
1206,2018:522875.000,,,,,,,,,,,,,,
1207,,32.38,,0.45,-0.21,-0.28,-9.06,-3.64,3.06,,,,,,
1208,,32.38,,0.03,-0.18,0.21,-9.04,-3.53,3.13,,,,,,
1209,,32.38,,1.23,-1.34,-1.67,-9.10,-3.65,3.11,,,,,,
1210,2018:522876.000,32.39,,0.38,-0.64,-0.16,-9.19,-3.55,3.02,,,,,,
1211,2018:522876.000,,,,,,,,,,,,,,
1212,2018:522876.000,32.36,,0.85,-0.82,-1.06,-9.00,-3.62,3.03,,,,,,
1213,,32.38,,0.45,-0.22,-0.36,-9.09,-3.62,3.03,,,,,,
1214,,32.39,,0.40,-0.50,-0.39,-8.95,-3.93,3.14,,,,,,
1215,,32.37,,0.35,-0.35,-0.46,-8.99,-4.02,3.21,,,,,,
1216,2018:522877.000,32.38,,0.37,-0.47,-0.69,-8.93,-4.11,3.15,,,,,,
