Index,GPS time,EKF Temp,EKF Tick,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel,EKF Tick SF,EKF Gyro SF,EKF Gyro Bias,EKF Tick SF Calib,EKF Gyro SF Calib,EKF Gyro B Calib
2701,2018:523164.000,,,,,,,,,,,,,,
2702,2018:523164.000,32.42,,-10.99,7.51,22.49,-9.89,-3.78,3.95,,,,,,
2703,,32.44,,9.75,-8.01,-6.05,-8.61,-3.32,3.79,,,,,,
2704,,32.44,,6.48,-3.81,6.09,-8.44,-3.75,3.26,,,,,,
2705,2018:523165.000,32.42,,-5.66,5.44,20.11,-10.33,-2.72,5.36,,,,,,
2706,2018:523165.000,,,,,,,,,,,,,,
2707,2018:523165.000,32.43,,9.87,-18.13,-22.09,-10.69,-4.08,3.22,,,,,,
2708,,32.43,,4.55,-11.89,-9.33,-9.23,-2.78,4.83,,,,,,
2709,,32.44,,5.09,-11.26,-2.95,-9.02,-2.72,4.19,,,,,,
2710,2018:523166.000,32.42,,7.55,-13.22,-10.60,-8.88,-3.08,3.76,,,,,,
2711,2018:523166.000,,,,,,,,,,,,,,
2712,2018:523166.000,32.43,,4.20,-12.50,-2.50,-8.97,-3.05,3.78,,,,,,
2713,,32.43,,4.89,-13.03,-4.92,-9.06,-2.90,4.00,,,,,,
2714,,32.42,,4.39,-14.14,-3.32,-9.21,-2.95,4.06,,,,,,
2715,,32.43,,6.23,-15.46,-6.13,-9.05,-2.94,3.85,,,,,,
2716,2018:523167.000,,,,,,,,,,,,,,
2717,2018:523167.000,,,,,,-8.82,-2.91,3.68,,,,,,
2718,,32.42,,4.58,-13.35,-4.22,-8.89,-2.87,3.80,,,,,,
2719,,32.44,,5.05,-12.75,-3.63,-8.90,-2.91,3.67,,,,,,
2720,,32.44,,5.12,-12.84,-5.60,-8.96,-2.97,3.43,,,,,,
2721,2018:523168.000,,,,,,,,,,,,,,
2722,2018:523168.000,,,,,,,,,,,,,,
2723,,32.44,,3.60,-11.90,-1.85,-9.35,-3.17,3.56,,,,,,
2724,,32.45,,3.19,-10.35,-3.15,-9.36,-3.14,3.52,,,,,,
2725,,32.43,,2.25,-9.72,0.18,-9.37,-3.22,3.51,,,,,,
2726,2018:523169.000,,,,,,,,,,,,,,
2727,2018:523169.000,,,,,,,,,,,,,,
2728,,32.44,,3.68,-8.19,-5.89,-9.19,-3.08,3.25,,,,,,
2729,,32.45,,0.97,-6.49,0.33,-9.15,-3.17,3.24,,,,,,
2730,,32.44,,0.26,-5.63,-1.06,-9.12,-3.16,3.29,,,,,,
2731,2018:523170.000,32.42,,0.67,-5.74,-0.14,,,,,,,,,
2732,2018:523170.000,,,,,,,,,,,,,,
2733,2018:523170.000,32.45,,-1.11,-4.71,1.37,-9.19,-3.16,3.28,,,,,,
2734,,32.43,,3.73,-3.87,-5.14,-9.13,-3.33,3.05,,,,,,
2735,,32.43,,0.47,-3.01,-0.00,-9.18,-3.32,3.14,,,,,,
2736,2018:523171.000,32.42,,0.97,-2.51,-0.35,-9.18,-3.31,3.10,,,,,,
2737,,32.43,,0.79,-2.32,-1.08,-9.24,-3.30,3.07,,,,,,
2738,2018:523171.000,32.44,,0.35,-2.64,-0.32,-9.24,-3.28,3.05,,,,,,
2739,,32.43,,1.10,-1.25,0.74,-9.22,-3.33,2.94,,,,,,
2740,,32.43,,0.62,-1.15,-0.65,-9.33,-3.37,3.03,,,,,,
2741,2018:523172.000,32.43,,0.60,-1.53,-0.46,-9.24,-3.33,2.94,,,,,,
2742,2018:523172.000,,,,,,,,,,,,,,
2743,2018:523172.000,32.44,,0.91,-1.49,-1.50,-9.23,-3.38,2.97,,,,,,
2744,,32.43,,0.76,-0.78,-1.21,-9.24,-3.32,3.09,,,,,,
2745,,32.44,,1.42,-2.31,-1.84,-9.06,-3.78,3.06,,,,,,
2746,,32.44,,2.79,-1.18,-5.91,-9.00,-3.78,2.97,,,,,,
2747,2018:523173.000,,,,,,,,,,,,,,
2748,2018:523173.000,,,,,,,,,,,,,,
2749,,32.44,,0.82,-0.95,-0.73,-8.88,-3.82,3.13,,,,,,
2750,,32.43,,0.38,-0.89,0.19,-8.95,-3.58,2.98,,,,,,
2751,,32.44,,0.07,-0.33,0.92,-9.01,-3.71,2.99,,,,,,
2752,2018:523174.000,32.42,,0.14,-0.48,0.44,-9.15,-3.73,3.13,,,,,,
2753,2018:523174.000,,,,,,,,,,,,,,
2754,2018:523174.000,32.44,,0.78,-0.62,-0.82,-9.06,-3.74,3.05,,,,,,
2755,,32.45,,0.64,-0.53,-0.45,-9.05,-3.71,3.02,,,,,,
2756,,32.45,,0.75,-0.54,-0.93,-9.10,-3.75,3.06,,,,,,
2757,2018:523175.000,32.44,,0.41,-0.26,-0.45,-9.03,-3.68,2.98,,,,,,
2758,2018:523175.000,,,,,,,,,,,,,,
2759,2018:523175.000,32.43,,0.93,-0.62,-1.09,-9.05,-3.78,3.02,,,,,,
2760,,32.44,,1.35,-1.14,-2.15,-9.06,-3.78,3.01,,,,,,
2761,,32.45,,0.16,-0.72,0.40,-9.00,-3.64,3.04,,,,,,
2762,,32.44,,0.29,-0.20,0.06,-9.08,-3.70,3.04,,,,,,
2763,2018:523176.000,32.44,,-0.16,-0.56,1.60,,,,,,,,,
2764,2018:523176.000,,,,,,,,,,,,,,
2765,2018:523176.000,32.44,,1.08,-0.92,-1.22,-9.19,-3.77,3.10,,,,,,
2766,,32.43,,-0.73,0.94,1.66,-9.05,-3.62,3.07,,,,,,
2767,,32.44,,0.81,-0.63,-1.51,-9.04,-3.75,3.08,,,,,,
2768,2018:523177.000,32.44,,0.21,0.27,0.09,-9.10,-3.79,3.05,,,,,,
2769,2018:523177.000,,,,,,,,,,,,,,
2770,2018:523177.000,32.44,,0.43,-0.06,0.01,-9.08,-3.71,3.00,,,,,,
2771,,32.44,,0.97,-1.05,-1.42,-9.14,-3.80,3.00,,,,,,
2772,,32.42,,-0.40,0.18,1.15,-9.12,-3.67,3.03,,,,,,
2773,,32.45,,0.12,0.34,0.18,-9.04,-3.73,3.01,,,,,,
2774,2018:523178.000,32.45,,0.22,-0.28,0.10,-9.07,-3.67,2.97,,,,,,
2775,2018:523178.000,,,,,,,,,,,,,,
2776,2018:523178.000,32.46,,0.58,-0.75,-0.48,-9.03,-3.76,3.05,,,,,,
2777,,32.44,,0.88,-0.67,-1.15,-9.05,-3.74,3.05,,,,,,
2778,,32.45,,0.38,-0.23,-0.36,-9.10,-3.70,3.01,,,,,,
2779,2018:523179.000,32.45,,0.56,-0.67,-0.61,-9.05,-3.73,3.02,,,,,,
2780,2018:523179.000,,,,,,,,,,,,,,
2781,2018:523179.000,32.45,,0.15,0.03,0.12,-9.05,-3.71,3.02,,,,,,
2782,,32.45,,0.55,-0.37,-0.57,-9.08,-3.79,3.02,,,,,,
2783,,32.46,,0.29,-0.17,-0.03,-9.07,-3.72,3.00,,,,,,
2784,,32.46,,0.58,-0.43,-0.71,-9.07,-3.76,3.05,,,,,,
2785,2018:523180.000,,,,,,,,,,,,,,
2786,2018:523180.000,,,,,,,,,,,,,,
2787,,32.44,,0.50,-0.70,-0.46,-9.03,-3.71,3.03,,,,,,
2788,,32.45,,0.68,-0.67,-0.89,-9.08,-3.73,3.00,,,,,,
2789,,32.46,,0.28,-0.15,-0.02,-9.08,-3.71,3.04,,,,,,
2790,2018:523181.000,,,,,,,,,,,,,,
2791,2018:523181.000,,,,,,,,,,,,,,
2792,,32.46,,0.60,-0.49,-0.69,-9.15,-3.82,3.00,,,,,,
2793,,32.45,,0.35,-0.47,0.07,-9.09,-3.70,3.06,,,,,,
2794,,32.45,,0.42,-0.49,-0.44,-9.11,-3.75,3.03,,,,,,
2795,2018:523182.000,32.45,,0.55,0.03,-0.78,-9.05,-3.71,2.98,,,,,,
2796,2018:523182.000,,,,,,,,,,,,,,
2797,2018:523182.000,32.44,,0.35,-0.37,-0.03,-9.09,-3.71,2.97,,,,,,
2798,,32.45,,0.47,-0.59,-0.21,-9.07,-3.74,3.08,,,,,,
2799,,32.46,,-0.16,0.41,0.75,-9.02,-3.71,3.02,,,,,,
2800,,32.44,,-0.30,0.91,0.62,-9.12,-3.76,2.92,,,,,,
2801,2018:523183.000,,,,,,,,,,,,,,
2802,2018:523183.000,,,,,,,,,,,,,,
2803,,32.44,,0.77,-1.12,-0.88,-9.05,-3.80,2.95,,,,,,
2804,,32.46,,0.26,-0.44,0.01,-9.07,-3.73,3.00,,,,,,
2805,,32.45,,0.54,-0.50,-0.51,-9.09,-3.78,2.96,,,,,,
2806,2018:523184.000,32.46,,0.25,-0.35,0.01,-9.08,-3.72,2.99,,,,,,
2807,2018:523184.000,,,,,,,,,,,,,,
2808,2018:523184.000,32.46,,0.62,-0.57,-0.53,-9.12,-3.79,3.00,,,,,,
2809,,32.45,,0.58,-0.55,-0.67,-9.10,-3.77,2.97,,,,,,
2810,,32.44,,0.53,-0.51,-0.48,-9.05,-3.75,3.01,,,,,,
2811,2018:523185.000,32.44,,0.38,-0.51,-0.02,-9.09,-3.74,3.00,,,,,,
2812,2018:523185.000,,,,,,,,,,,,,,
2813,2018:523185.000,32.44,,0.39,-0.50,-0.49,-9.06,-3.79,2.99,,,,,,
2814,,32.45,,0.53,-0.86,-0.54,-9.13,-3.78,3.03,,,,,,
2815,,32.46,,0.92,-0.48,-1.39,-9.07,-3.76,2.96,,,,,,
2816,,32.45,,0.53,-0.39,-0.35,-9.10,-3.76,3.05,,,,,,
2817,2018:523186.000,,,,,,,,,,,,,,
2818,2018:523186.000,,,,,,,,,,,,,,
2819,,32.44,,0.61,-0.54,-0.64,-9.05,-3.73,3.00,,,,,,
2820,,32.46,,0.25,-0.25,0.12,-9.08,-3.75,3.04,,,,,,
2821,,32.46,,0.57,-0.52,-0.42,-9.07,-3.77,3.03,,,,,,
2822,2018:523187.000,,,,,,,,,,,,,,
2823,2018:523187.000,,,,,,,,,,,,,,
2824,,32.45,,0.34,-0.29,-0.11,-9.06,-3.73,3.04,,,,,,
2825,,32.46,,0.31,-0.35,0.05,-9.08,-3.75,3.03,,,,,,
2826,,32.47,,0.23,-0.40,0.14,-9.08,-3.73,3.06,,,,,,
2827,,32.46,,0.21,-0.13,0.17,-9.04,-3.75,2.97,,,,,,
2828,2018:523188.000,,,,,,,,,,,,,,
2829,2018:523188.000,,,,,,,,,,,,,,
2830,,32.45,,0.69,-0.66,-0.95,-9.04,-3.78,3.05,,,,,,
2831,,32.47,,0.75,-0.62,-1.11,-9.08,-3.77,3.05,,,,,,
2832,,32.47,,0.23,-0.23,0.09,-9.04,-3.73,2.99,,,,,,
2833,2018:523189.000,32.46,,0.44,-0.63,-0.14,,,,,,,,,
2834,2018:523189.000,,,,,,,,,,,,,,
2835,,32.45,,-0.05,-0.14,0.84,-9.02,-3.72,3.02,,,,,,
2836,,32.47,,0.49,-0.43,-0.35,-9.08,-3.78,2.99,,,,,,
2837,,32.47,,0.50,-0.37,-0.49,-9.09,-3.76,2.98,,,,,,
2838,2018:523190.000,32.47,,0.31,-0.19,0.20,-9.11,-3.78,3.03,,,,,,
2839,2018:523190.000,,,,,,,,,,,,,,
2840,2018:523190.000,32.48,,0.42,-0.22,-0.45,-9.09,-3.76,3.00,,,,,,
2841,,32.48,,0.40,-0.42,-0.27,-9.03,-3.73,3.04,,,,,,
2842,,32.47,,0.33,-0.07,-0.22,-9.07,-3.80,3.01,,,,,,
2843,2018:523191.000,32.47,,0.41,-0.41,-0.07,-9.07,-3.73,3.01,,,,,,
2844,2018:523191.000,,,,,,,,,,,,,,
2845,2018:523191.000,32.47,,0.64,-0.57,-0.97,-9.06,-3.74,3.05,,,,,,
2846,,32.47,,0.59,-0.44,-0.41,-9.05,-3.72,3.03,,,,,,
2847,,32.49,,0.41,-0.35,-0.31,-9.05,-3.75,3.07,,,,,,
2848,,32.47,,0.32,-0.38,-0.11,-9.13,-3.77,3.01,,,,,,
2849,2018:523192.000,,,,,,,,,,,,,,
2850,2018:523192.000,,,,,,,,,,,,,,
2851,,32.47,,0.29,-0.37,-0.02,-9.03,-3.73,3.07,,,,,,
2852,,32.47,,0.14,-0.08,0.35,-9.07,-3.77,3.02,,,,,,
2853,,32.47,,0.56,-0.48,-0.72,-9.03,-3.73,3.02,,,,,,
2854,2018:523193.000,32.47,,0.29,-0.42,0.22,-9.10,-3.78,3.00,,,,,,
2855,2018:523193.000,,,,,,,,,,,,,,
2856,2018:523193.000,32.47,,0.45,-0.36,-0.55,-9.02,-3.70,3.06,,,,,,
2857,,32.50,,0.41,-0.28,-0.22,-9.00,-3.64,2.99,,,,,,
2858,,32.47,,1.40,-1.19,-2.03,-9.06,-3.79,2.99,,,,,,
2859,,32.47,,-0.24,0.05,1.18,-9.00,-3.72,3.01,,,,,,
2860,2018:523194.000,32.48,,0.93,-0.86,-1.29,-9.12,-3.79,3.04,,,,,,
2861,2018:523194.000,,,,,,,,,,,,,,
2862,2018:523194.000,32.46,,0.54,-0.76,-0.34,-9.08,-3.75,2.96,,,,,,
2863,,32.47,,0.42,-0.51,0.07,-9.08,-3.74,3.04,,,,,,
2864,,32.48,,0.45,-0.43,-0.07,-9.09,-3.75,3.08,,,,,,
2865,2018:523195.000,32.46,,0.07,-0.27,0.41,-9.10,-3.71,3.04,,,,,,
2866,2018:523195.000,,,,,,,,,,,,,,
2867,2018:523195.000,32.48,,1.17,-0.72,-1.53,-9.05,-3.86,3.01,,,,,,
2868,,32.46,,1.15,-1.44,-1.62,-9.10,-3.77,3.06,,,,,,
2869,,32.48,,0.09,0.23,0.47,-9.06,-3.75,3.00,,,,,,
2870,,32.48,,0.61,-0.69,-0.57,-9.06,-3.82,3.06,,,,,,
2871,2018:523196.000,,,,,,,,,,,,,,
2872,2018:523196.000,,,,,,,,,,,,,,
2873,,32.47,,0.38,-0.50,-0.44,-9.07,-3.69,3.01,,,,,,
2874,,32.46,,0.07,-0.14,0.54,-9.09,-3.76,3.02,,,,,,
2875,,32.48,,0.45,-0.51,-0.26,-9.05,-3.78,3.04,,,,,,
2876,2018:523197.000,32.45,,0.34,-0.11,-0.18,-9.05,-3.76,3.02,,,,,,
2877,2018:523197.000,,,,,,,,,,,,,,
2878,2018:523197.000,32.46,,0.28,-0.47,0.28,-9.06,-3.78,3.06,,,,,,
2879,,32.47,,0.81,-0.92,-1.51,-8.87,-3.99,3.06,,,,,,
2880,,32.48,,0.75,-1.64,-0.69,-8.92,-4.17,3.18,,,,,,
2881,2018:523198.000,32.47,,1.12,-2.08,-1.51,-8.85,-4.24,3.13,,,,,,
2882,2018:523198.000,,,,,,,,,,,,,,
2883,2018:523198.000,32.48,,0.45,-0.86,-0.33,-8.80,-4.29,3.10,,,,,,
2884,,32.47,,0.81,-2.21,-0.98,-8.85,-4.50,3.20,,,,,,
2885,,32.47,,0.22,-1.46,-0.00,-8.82,-4.44,3.34,,,,,,
2886,,32.46,,1.84,-4.39,-3.03,-8.68,-4.48,3.29,,,,,,
2887,2018:523199.000,,,,,,,,,,,,,,
2888,2018:523199.000,32.46,,1.43,-4.89,-1.28,-8.80,-4.64,3.27,,,,,,
2889,,32.46,,2.17,-6.50,-2.71,-8.66,-4.63,3.33,,,,,,
2890,,32.47,,0.59,-4.25,0.63,-8.89,-4.23,3.39,,,,,,
2891,,32.46,,1.99,-6.29,-2.17,-8.79,-3.96,3.30,,,,,,
2892,2018:523200.000,32.46,,3.24,-10.00,-5.99,-8.42,-4.51,3.24,,,,,,
2893,2018:523200.000,,,,,,,,,,,,,,
2894,2018:523200.000,32.45,,8.72,-3.60,-0.52,-8.62,-5.08,3.56,,,,,,
2895,,32.47,,3.81,-9.90,-5.17,-8.87,-4.23,3.56,,,,,,
2896,,32.47,,2.79,-7.75,-3.67,-8.46,-4.52,3.31,,,,,,
2897,2018:523201.000,32.46,,0.11,-3.02,2.51,-8.98,-4.51,3.76,,,,,,
2898,2018:523201.000,,,,,,,,,,,,,,
2899,2018:523201.000,32.46,,0.88,-4.86,-1.03,-9.12,-4.34,3.62,,,,,,
2900,,32.47,,-0.42,-4.09,1.45,-8.86,-4.49,3.66,,,,,,
2901,,32.48,,-0.32,-3.32,0.42,-8.55,-4.18,3.43,,,,,,
2902,2018:523202.000,32.47,,1.72,-4.86,-6.46,-8.69,-4.38,3.25,,,,,,
2903,2018:523202.000,,,,,,,,,,,,,,
2904,2018:523202.000,,,,,,-8.15,-4.27,3.36,,,,,,
2905,,32.45,,0.49,-0.98,-2.62,-8.53,-4.56,3.38,,,,,,
2906,,32.47,,-0.61,2.05,0.64,-8.99,-4.81,3.30,,,,,,
2907,,32.46,,1.83,1.74,-0.43,-8.54,-4.81,3.18,,,,,,
2908,2018:523203.000,,,,,,,,,,,,,,
2909,2018:523203.000,,,,,,,,,,,,,,
2910,,32.47,,-0.35,1.22,-1.14,-8.93,-4.76,3.06,,,,,,
2911,,32.46,,-0.92,-0.20,0.73,-8.64,-4.72,3.23,,,,,,
2912,,32.48,,-2.25,6.31,6.28,-10.12,-3.70,2.87,,,,,,
2913,2018:523204.000,32.46,,1.20,0.53,0.80,-9.48,-3.12,2.54,,,,,,
2914,2018:523204.000,,,,,,,,,,,,,,
2915,2018:523204.000,32.47,,4.34,-0.45,-9.33,-9.53,-3.33,2.88,,,,,,
2916,,32.47,,-3.98,2.65,8.81,-9.39,-3.50,3.20,,,,,,
2917,,32.46,,-1.41,1.77,0.07,-8.73,-3.46,2.73,,,,,,
2918,2018:523205.000,32.46,,1.53,2.34,-0.13,-9.68,-3.83,3.10,,,,,,
2919,2018:523205.000,,,,,,,,,,,,,,
2920,2018:523205.000,32.47,,2.63,2.99,-2.50,-8.54,-3.34,2.74,,,,,,
2921,,32.47,,1.14,1.38,0.87,-9.52,-3.64,2.84,,,,,,
2922,,32.48,,7.94,1.09,-2.91,-8.97,-4.77,3.19,,,,,,
2923,,32.46,,-3.82,1.69,2.40,-8.33,-3.85,3.00,,,,,,
2924,2018:523206.000,32.48,,-1.74,0.24,6.47,-9.14,-4.21,3.15,,,,,,
2925,2018:523206.000,,,,,,,,,,,,,,
2926,2018:523206.000,32.47,,6.54,2.22,-5.39,-9.02,-4.39,3.08,,,,,,
2927,,32.46,,0.65,1.15,-1.86,-9.11,-4.84,3.10,,,,,,
2928,,32.48,,-2.82,0.54,5.17,-9.30,-4.53,3.11,,,,,,
2929,2018:523207.000,32.46,,-0.31,1.66,1.93,-8.87,-4.49,3.17,,,,,,
2930,2018:523207.000,,,,,,,,,,,,,,
2931,2018:523207.000,32.46,,-0.11,2.21,-3.32,-9.04,-4.71,3.07,,,,,,
2932,,32.46,,-1.78,1.57,-0.82,-9.17,-4.73,3.13,,,,,,
2933,,32.47,,-0.02,1.91,2.14,-9.14,-4.55,3.27,,,,,,
2934,2018:523208.000,32.48,,3.85,1.40,2.23,-7.96,-4.17,2.65,,,,,,
2935,2018:523208.000,32.48,,2.62,1.90,-2.41,-8.57,-4.54,2.85,,,,,,
2936,2018:523208.000,,,,,,,,,,,,,,
2937,,32.48,,-3.79,1.57,6.32,-8.98,-4.57,3.10,,,,,,
2938,,32.47,,4.44,1.54,-4.14,-9.07,-4.59,2.91,,,,,,
2939,,32.48,,-1.86,1.88,-2.50,-9.22,-4.39,3.19,,,,,,
2940,2018:523209.000,,,,,,,,,,,,,,
2941,2018:523209.000,,,,,,,,,,,,,,
2942,,32.48,,-1.95,1.92,-0.36,-8.90,-4.33,2.78,,,,,,
2943,,32.47,,-2.16,3.24,5.44,-9.30,-4.65,3.28,,,,,,
2944,,32.47,,-0.05,3.35,-7.26,-9.50,-4.61,3.23,,,,,,
2945,2018:523210.000,,,,,,,,,,,,,,
2946,2018:523210.000,32.46,,-1.18,5.74,-1.38,-8.03,-4.06,2.69,,,,,,
2947,2018:523210.000,32.47,,-3.01,5.52,5.49,-9.29,-4.60,3.14,,,,,,
2948,,32.49,,-7.97,4.15,3.04,-9.38,-4.29,3.17,,,,,,
2949,,32.47,,-4.79,6.81,11.47,-8.94,-4.49,3.14,,,,,,
2950,2018:523211.000,32.47,,-2.57,6.70,1.22,-8.97,-4.48,3.05,,,,,,
2951,2018:523211.000,,,,,,,,,,,,,,
2952,2018:523211.000,32.47,,-1.86,7.61,1.53,-8.77,-4.56,3.17,,,,,,
2953,,32.47,,-2.09,8.43,1.06,-9.07,-4.55,3.13,,,,,,
2954,,32.47,,-3.45,9.33,3.75,-9.17,-4.65,3.09,,,,,,
2955,2018:523212.000,32.47,,-2.42,10.74,2.92,-8.77,-4.52,2.93,,,,,,
2956,2018:523212.000,,,,,,,,,,,,,,
2957,2018:523212.000,,,,,,-8.26,-4.36,2.71,,,,,,
2958,,32.48,,1.21,9.92,0.96,-8.88,-3.13,2.53,,,,,,
2959,,32.47,,-3.53,8.30,1.81,-8.93,-3.72,2.56,,,,,,
2960,,32.47,,-5.05,3.97,12.06,-9.39,-3.77,3.16,,,,,,
2961,2018:523213.000,32.47,,-0.55,5.35,8.00,-8.96,-3.65,3.06,,,,,,
2962,2018:523213.000,,,,,,,,,,,,,,
2963,2018:523213.000,32.48,,-3.75,2.24,1.84,-9.54,-3.53,3.21,,,,,,
2964,,32.48,,-2.96,2.68,4.82,-9.09,-3.46,2.97,,,,,,
2965,,32.48,,-3.45,1.43,5.63,-9.14,-3.48,3.18,,,,,,
2966,2018:523214.000,32.48,,-2.83,2.09,4.16,,,,,,,,,
2967,2018:523214.000,,,,,,,,,,,,,,
2968,2018:523214.000,32.49,,-2.87,-0.21,1.33,-8.69,-3.98,3.39,,,,,,
2969,,32.48,,-10.42,-2.22,5.59,-8.77,-3.78,3.57,,,,,,
2970,,32.48,,-4.68,-3.39,3.83,-9.29,-4.35,3.64,,,,,,
2971,2018:523215.000,32.49,,2.13,-3.88,-2.39,-8.85,-4.09,3.66,,,,,,
2972,,32.48,,0.76,-0.11,-3.26,-8.41,-3.78,3.24,,,,,,
2973,2018:523215.000,32.49,,1.21,-4.48,-0.55,-9.12,-4.23,3.72,,,,,,
2974,,32.46,,3.56,-0.81,-4.16,-8.96,-3.98,3.60,,,,,,
2975,,32.48,,0.00,-1.25,-1.00,-8.92,-4.07,3.60,,,,,,
2976,,32.48,,1.05,-1.95,-3.19,-8.90,-4.15,3.33,,,,,,
2977,2018:523216.000,32.48,,4.23,-2.04,-9.62,-8.62,-4.15,3.19,,,,,,
2978,2018:523216.000,,,,,,,,,,,,,,
2979,,32.48,,1.16,-1.80,1.31,-8.50,-4.14,3.25,,,,,,
2980,,32.47,,0.15,-2.84,0.74,-8.68,-4.12,3.33,,,,,,
2981,,32.47,,-0.40,-2.34,3.16,-8.80,-4.20,3.64,,,,,,
2982,2018:523217.000,32.48,,0.43,-0.46,0.16,-9.46,-4.11,3.56,,,,,,
2983,2018:523217.000,,,,,,,,,,,,,,
2984,2018:523217.000,32.48,,1.48,-1.74,-2.49,-9.18,-3.40,3.20,,,,,,
2985,,32.48,,0.53,-0.69,-4.52,-9.24,-3.21,3.35,,,,,,
2986,,32.50,,-5.11,-2.65,1.22,-9.37,-3.12,3.29,,,,,,
2987,2018:523218.000,32.46,,2.34,1.05,-3.73,-9.17,-3.43,3.53,,,,,,
2988,2018:523218.000,,,,,,,,,,,,,,
2989,2018:523218.000,32.49,,-0.09,-0.74,1.45,-9.12,-3.33,3.28,,,,,,
2990,,32.47,,11.89,1.83,-0.08,-9.21,-4.32,3.79,,,,,,
2991,,32.48,,1.16,-1.30,-4.03,-8.58,-4.10,3.53,,,,,,
2992,,32.47,,0.79,-1.61,-1.14,-8.78,-4.13,4.06,,,,,,
2993,2018:523219.000,,,,,,,,,,,,,,
2994,2018:523219.000,,,,,,,,,,,,,,
2995,,32.48,,2.07,-4.50,-3.00,-8.67,-4.02,4.09,,,,,,
2996,,32.47,,3.35,-6.84,-4.14,-9.23,-3.75,4.35,,,,,,
2997,,32.48,,4.63,-13.48,-8.82,-8.41,-3.62,3.62,,,,,,
2998,2018:523220.000,32.48,,4.12,-4.30,-4.99,-8.66,-3.78,4.33,,,,,,
2999,2018:523220.000,,,,,,,,,,,,,,
3000,2018:523220.000,32.48,,3.21,-7.80,-5.54,-12.09,-3.06,4.63,,,,,,
3001,,32.48,,-1.40,-10.23,2.64,-11.07,-3.12,5.05,,,,,,
3002,,32.48,,1.79,-8.04,-0.22,-8.11,-3.19,3.38,,,,,,
3003,2018:523221.000,32.48,,-1.73,-4.55,2.86,-9.10,-3.32,3.69,,,,,,
3004,2018:523221.000,,,,,,,,,,,,,,
3005,2018:523221.000,32.47,,4.97,-14.52,-8.27,-8.71,-3.97,3.78,,,,,,
3006,,32.49,,1.67,-15.69,-12.69,-8.72,-3.69,3.79,,,,,,
3007,,32.49,,2.78,-8.32,-4.18,-9.04,-3.89,3.55,,,,,,
3008,,32.48,,1.17,-3.54,-1.49,-8.91,-4.16,3.33,,,,,,
3009,2018:523222.000,,,,,,,,,,,,,,
3010,2018:523222.000,,,,,,-9.14,-4.19,3.42,,,,,,
3011,,32.47,,2.63,-3.44,-5.10,-9.03,-4.37,3.30,,,,,,
3012,,32.48,,0.27,-4.62,-1.01,-8.95,-4.01,3.32,,,,,,
3013,,32.48,,7.10,-3.46,-14.80,-8.36,-4.32,2.90,,,,,,
3014,2018:523223.000,,,,,,,,,,,,,,
3015,2018:523223.000,32.48,,1.14,-3.66,-5.85,-8.60,-3.76,3.41,,,,,,
3016,,32.48,,2.06,-2.38,-0.98,-8.89,-4.26,3.46,,,,,,
3017,,32.48,,1.35,-2.97,-2.65,-9.12,-4.41,3.52,,,,,,
3018,,32.49,,-0.65,-3.85,0.41,-8.62,-3.88,3.14,,,,,,
3019,2018:523224.000,,,,,,,,,,,,,,
3020,2018:523224.000,,,,,,-8.91,-4.37,3.34,,,,,,
3021,,32.48,,0.26,-2.12,2.24,-8.88,-4.01,3.15,,,,,,
3022,,32.47,,2.75,-3.40,-9.19,-8.55,-3.89,3.06,,,,,,
3023,,32.47,,2.43,-0.66,-3.49,-9.23,-4.53,3.43,,,,,,
3024,2018:523225.000,32.48,,-2.96,-1.20,5.00,-8.51,-3.92,3.30,,,,,,
3025,2018:523225.000,,,,,,,,,,,,,,
3026,2018:523225.000,32.46,,1.45,-4.25,-5.15,-8.76,-4.23,3.44,,,,,,
3027,,32.47,,2.98,-4.01,-5.97,-8.95,-4.04,3.85,,,,,,
3028,,32.47,,2.75,-3.59,-3.32,-8.88,-4.24,3.74,,,,,,
3029,,32.47,,1.50,-5.63,-3.10,-8.43,-3.95,3.25,,,,,,
3030,2018:523226.000,,,,,,,,,,,,,,
3031,2018:523226.000,,,,,,-9.44,-4.57,3.71,,,,,,
3032,,32.48,,-1.86,1.15,3.52,-9.29,-3.51,3.34,,,,,,
3033,,32.48,,1.72,-4.59,-1.70,-8.79,-3.42,3.16,,,,,,
3034,2018:523227.000,32.49,,0.74,-1.39,-0.01,-9.03,-3.32,3.19,,,,,,
3035,2018:523227.000,,,,,,,,,,,,,,
3036,2018:523227.000,32.48,,-0.40,-4.14,0.04,-9.30,-3.45,3.49,,,,,,
3037,,32.50,,0.80,-2.55,0.59,-9.00,-3.44,3.12,,,,,,
3038,,32.49,,-0.98,-2.70,-0.62,-9.25,-3.33,2.97,,,,,,
3039,,32.48,,1.21,-0.76,-0.59,-9.49,-3.84,3.46,,,,,,
3040,2018:523228.000,,,,,,,,,,,,,,
3041,2018:523228.000,,,,,,-9.06,-3.33,3.25,,,,,,
3042,,32.49,,0.91,-1.94,0.51,-10.01,-4.01,3.54,,,,,,
3043,,32.48,,-0.99,-4.03,1.04,-8.53,-3.06,3.08,,,,,,
3044,,32.48,,1.05,-3.08,-0.30,-8.83,-3.14,3.08,,,,,,
